rows,cols,vals
2,4,0.0115949616696867
3,6,0.013226323335149
9,10,0.0170012100294871
11,13,0.0126738211688857
13,14,0.0143007426351553
3,15,0.0109443069139015
6,17,0.0144253654734283
16,17,0.0266044689563502
15,19,0.0123706476148292
19,21,0.0136928792025177
5,25,0.0110499952927278
12,27,0.0115768122768994
15,27,0.0144277357380626
16,27,0.0134928922836225
20,27,0.0109377764527649
21,27,0.0158577609526692
9,28,0.012076752021106
11,30,0.0121930919114006
22,31,0.0106019766207804
28,31,0.01278282619773
6,34,0.0118449420939005
18,34,0.0136820440259092
17,35,0.0134812996424356
1,38,0.0148815529744186
26,38,0.0106661018018166
28,38,0.0105050640696681
6,39,0.0128103473275172
12,39,0.0115961386467402
16,39,0.023007346654192
21,39,0.0125930405345056
34,39,0.0131652884807224
29,40,0.0122425651095446
36,41,0.0116267009179298
13,43,0.0108460232462657
40,43,0.0200747783422436
3,44,0.0117741777094331
6,44,0.0110181544513481
12,44,0.0111200918849641
18,44,0.0208918106781219
42,44,0.019681956163518
15,45,0.0174110308926226
16,45,0.0117914256971746
20,45,0.0115483426800426
21,45,0.0175596325381076
31,45,0.0119871901042482
34,45,0.0167410659900935
13,46,0.0144027798269308
15,47,0.0159190334246968
19,47,0.0144258074978624
21,47,0.0151376065592951
31,47,0.0192508500459824
40,47,0.0171585399044224
26,48,0.0128485779146222
32,48,0.0134632514137944
9,49,0.0139598409856848
15,50,0.0174110308926226
20,50,0.0128962654899003
21,50,0.0175596325381076
31,50,0.0122128211871749
34,50,0.0167410659900935
13,51,0.0130827831926593
31,51,0.0105381547283914
2,53,0.0119447786544804
22,53,0.0133471687604184
38,53,0.0145823742991206
18,54,0.0169949281841171
42,54,0.0136766505179245
48,54,0.0106552239011426
49,54,0.0113654891649279
1,55,0.0130829918233395
33,55,0.0112952393287783
3,56,0.0172539088050994
25,56,0.0134800343356646
49,56,0.0109410824256807
3,57,0.0158646620089156
18,57,0.011962455748199
42,57,0.0127846617648315
44,57,0.0114723702251212
55,57,0.0137376954074017
33,58,0.015372146935885
41,58,0.0156418484080659
45,58,0.0158436220004681
50,58,0.0115593643063715
18,61,0.0114520095494139
26,61,0.0117773473894239
32,61,0.0139131879072874
42,61,0.0115477500325527
49,61,0.0195520234068567
56,61,0.0116863765917687
15,62,0.016511750317083
16,62,0.0114125558607129
20,62,0.0132232766082783
21,62,0.0175596325381076
31,62,0.0109259382653831
34,62,0.0195673763703608
9,63,0.0140690103346975
26,63,0.0107605232637653
32,63,0.0160861530924515
5,64,0.0124799293123482
29,64,0.0107079486468706
57,64,0.0126686648534595
13,65,0.0184576042149623
19,65,0.0162908008651875
31,65,0.0220486118365499
40,65,0.0113504227157007
46,65,0.014003428529768
15,66,0.0137921215088514
19,66,0.0191285306813346
31,66,0.0115677419047701
46,66,0.0171688961556672
26,67,0.0115391440988274
28,67,0.0119008100453804
49,67,0.0134148757087473
11,68,0.0120843906094123
14,68,0.0130463075862529
16,68,0.0108281102431986
30,68,0.01200667257684
52,68,0.0116329355075622
66,68,0.0144330573247097
28,69,0.0111117420618333
3,70,0.0106097263342844
18,70,0.017094848248066
42,70,0.017263890615956
48,70,0.0112808103884745
49,70,0.0133533725424364
55,70,0.0107575206501854
56,70,0.0139788494770483
14,71,0.0166434298884112
30,71,0.017350968568618
57,71,0.0153665065800782
2,72,0.0108237811324451
9,72,0.0128537258777711
5,73,0.0119292587376968
29,73,0.0112148158803565
32,73,0.0108380886165446
64,73,0.0169447874332294
13,75,0.0135764512692426
19,75,0.0140525914327335
40,75,0.0242714210280949
63,75,0.0179120710558634
65,75,0.0192818520260925
3,76,0.0138730345967224
6,76,0.0157148531580562
12,76,0.0131985185413041
16,76,0.0130370099619975
18,76,0.0146905445847695
34,76,0.0138347164337363
42,76,0.0149041520331958
44,76,0.0137981736966787
47,76,0.0113236100463704
48,76,0.0149550596826984
51,76,0.0122212520419003
52,76,0.0128163843528816
55,76,0.0241214892126936
61,76,0.0238942092254702
66,76,0.0173781824410745
6,78,0.0128103473275172
12,78,0.0111107077310151
16,78,0.0177315672776932
21,78,0.0136951848157176
34,78,0.0131652884807224
44,78,0.0113860674998859
48,78,0.0124925216004666
52,78,0.017643844004717
55,78,0.0107463016151062
61,78,0.0133708431736446
66,78,0.0116967703556368
39,79,0.0114037067618688
3,80,0.0120139858629104
12,80,0.0110458907699165
18,80,0.0250884533639733
42,80,0.0188825956519272
44,80,0.0132546549938943
47,80,0.012623474589847
48,80,0.0183814095119259
49,80,0.0147788154974838
55,80,0.0180834624912137
61,80,0.0169744702913428
22,81,0.0106134223426924
39,81,0.0121026012065587
51,81,0.0130014156746342
66,81,0.0113901987442364
13,82,0.012842975039182
19,82,0.012893518690927
31,82,0.0172524487670056
46,82,0.014003428529768
69,84,0.0134598266465744
15,85,0.0121093353391384
21,85,0.0118594725792401
31,85,0.0107181006364406
34,85,0.0116304608855383
40,85,0.015842032670649
63,85,0.0145942399819965
65,85,0.0156428958691508
15,87,0.0110602864179365
19,87,0.0191285306813346
46,87,0.0171688961556672
11,88,0.0129316113202214
14,88,0.0214395929579555
30,88,0.0149528870338458
57,88,0.0107142945174432
12,89,0.0123666345124864
18,89,0.0226903718292011
42,89,0.0199103448811153
44,89,0.0116649377566951
47,89,0.010841090972931
48,89,0.0168553576261618
49,89,0.012208540890102
52,89,0.0114126122906425
55,89,0.0163913974240556
56,89,0.0110742089769935
61,89,0.0152934732928067
43,90,0.0140828922923092
10,91,0.0113072274706509
28,92,0.0126410447466937
3,93,0.0129217014792769
9,93,0.0123666512672188
42,93,0.0112746126724795
47,93,0.0108640531406443
51,93,0.0198897136880832
55,93,0.0143178943688903
61,93,0.0123303820165474
66,93,0.0175490170456207
3,94,0.0107149950750538
6,94,0.0193619020741073
16,94,0.0142432395952681
18,94,0.0116915633253733
42,94,0.0107410368724029
44,94,0.0178921213158062
47,94,0.0151819885450367
48,94,0.0223639377750297
52,94,0.0141895851770479
55,94,0.0162934659170444
61,94,0.0177705367348912
66,94,0.0124506599281924
8,95,0.0126923568406992
60,95,0.0156196114268409
3,97,0.0172539088050994
18,97,0.0106187771684603
25,97,0.0134800343356646
67,97,0.0111079665825397
14,98,0.0166434298884112
30,98,0.017350968568618
57,98,0.0153665065800782
8,99,0.0162894791428575
60,99,0.0114229687409896
67,100,0.014335820659338
3,101,0.0117741777094331
12,101,0.0117504447455328
18,101,0.0232898922128941
42,101,0.019681956163518
44,101,0.0145419010591111
47,101,0.0123237143980004
48,101,0.0183814095119259
49,101,0.0119878567751
52,101,0.0112519752500358
